,국적(지역)별(1),성별(1),variable,value
749,오세아니아주계,제3의성,2013.27,-
750,아프리카주계,계,2013.27,-
751,아프리카주계,남자,2013.27,56
752,아프리카주계,여자,2013.27,44
753,기타계,계,2013.27,-
754,기타계,남자,2013.27,13
755,기타계,여자,2013.27,62
756,국적(지역)별(1),성별(1),2013.28,거주(F-2)
757,총계,계,2013.28,39704
758,총계,남자,2013.28,13506
759,총계,여자,2013.28,26198
760,총계,제3의성,2013.28,-
761,아시아주계,계,2013.28,-
762,아시아주계,남자,2013.28,12843
763,아시아주계,여자,2013.28,25705
764,북아메리카주계,계,2013.28,-
765,북아메리카주계,남자,2013.28,313
766,북아메리카주계,여자,2013.28,169
767,남아메리카주계,계,2013.28,-
768,남아메리카주계,남자,2013.28,18
769,남아메리카주계,여자,2013.28,24
770,유럽주계,계,2013.28,-
771,유럽주계,남자,2013.28,218
772,유럽주계,여자,2013.28,235
773,오세아니아주계,계,2013.28,-
774,오세아니아주계,남자,2013.28,33
775,오세아니아주계,여자,2013.28,10
776,오세아니아주계,제3의성,2013.28,-
777,아프리카주계,계,2013.28,-
778,아프리카주계,남자,2013.28,76
779,아프리카주계,여자,2013.28,40
780,기타계,계,2013.28,-
781,기타계,남자,2013.28,5
782,기타계,여자,2013.28,15
783,국적(지역)별(1),성별(1),2013.29,동반(F-3)
784,총계,계,2013.29,20150
785,총계,남자,2013.29,6398
786,총계,여자,2013.29,13752
787,총계,제3의성,2013.29,-
788,아시아주계,계,2013.29,-
789,아시아주계,남자,2013.29,3792
790,아시아주계,여자,2013.29,8760
791,북아메리카주계,계,2013.29,-
792,북아메리카주계,남자,2013.29,854
793,북아메리카주계,여자,2013.29,1358
794,남아메리카주계,계,2013.29,-
795,남아메리카주계,남자,2013.29,79
796,남아메리카주계,여자,2013.29,218
797,유럽주계,계,2013.29,-
798,유럽주계,남자,2013.29,1124
799,유럽주계,여자,2013.29,2420
800,오세아니아주계,계,2013.29,-
801,오세아니아주계,남자,2013.29,175
802,오세아니아주계,여자,2013.29,352
803,오세아니아주계,제3의성,2013.29,-
804,아프리카주계,계,2013.29,-
805,아프리카주계,남자,2013.29,374
806,아프리카주계,여자,2013.29,644
807,기타계,계,2013.29,-
808,기타계,남자,2013.29,0
809,기타계,여자,2013.29,0
810,국적(지역)별(1),성별(1),2013.30,재외동포(F-4)
811,총계,계,2013.30,235953
812,총계,남자,2013.30,117374
813,총계,여자,2013.30,118579
814,총계,제3의성,2013.30,-
815,아시아주계,계,2013.30,-
816,아시아주계,남자,2013.30,84710
817,아시아주계,여자,2013.30,80417
818,북아메리카주계,계,2013.30,-
819,북아메리카주계,남자,2013.30,26998
820,북아메리카주계,여자,2013.30,31508
821,남아메리카주계,계,2013.30,-
822,남아메리카주계,남자,2013.30,180
823,남아메리카주계,여자,2013.30,158
824,유럽주계,계,2013.30,-
825,유럽주계,남자,2013.30,2660
826,유럽주계,여자,2013.30,3371
827,오세아니아주계,계,2013.30,-
828,오세아니아주계,남자,2013.30,2813
829,오세아니아주계,여자,2013.30,3117
830,오세아니아주계,제3의성,2013.30,-
831,아프리카주계,계,2013.30,-
832,아프리카주계,남자,2013.30,10
833,아프리카주계,여자,2013.30,6
834,기타계,계,2013.30,-
835,기타계,남자,2013.30,3
836,기타계,여자,2013.30,2
837,국적(지역)별(1),성별(1),2013.31,영주(F-5)
838,총계,계,2013.31,100171
839,총계,남자,2013.31,45235
840,총계,여자,2013.31,54936
841,총계,제3의성,2013.31,-
842,아시아주계,계,2013.31,-
843,아시아주계,남자,2013.31,43474
844,아시아주계,여자,2013.31,53756
845,북아메리카주계,계,2013.31,-
846,북아메리카주계,남자,2013.31,1022
847,북아메리카주계,여자,2013.31,332
848,남아메리카주계,계,2013.31,-
849,남아메리카주계,남자,2013.31,13
850,남아메리카주계,여자,2013.31,29
851,유럽주계,계,2013.31,-
852,유럽주계,남자,2013.31,548
853,유럽주계,여자,2013.31,796
854,오세아니아주계,계,2013.31,-
855,오세아니아주계,남자,2013.31,126
856,오세아니아주계,여자,2013.31,19
857,오세아니아주계,제3의성,2013.31,-
858,아프리카주계,계,2013.31,-
859,아프리카주계,남자,2013.31,52
860,아프리카주계,여자,2013.31,4
861,기타계,계,2013.31,-
862,기타계,남자,2013.31,0
863,기타계,여자,2013.31,0
864,국적(지역)별(1),성별(1),2013.32,결혼이민(F-6)
865,총계,계,2013.32,117007
866,총계,남자,2013.32,17985
867,총계,여자,2013.32,99022
868,총계,제3의성,2013.32,-
869,아시아주계,계,2013.32,-
870,아시아주계,남자,2013.32,13676
871,아시아주계,여자,2013.32,97170
872,북아메리카주계,계,2013.32,-
873,북아메리카주계,남자,2013.32,2393
874,북아메리카주계,여자,2013.32,599
875,남아메리카주계,계,2013.32,-
876,남아메리카주계,남자,2013.32,96
877,남아메리카주계,여자,2013.32,179
878,유럽주계,계,2013.32,-
879,유럽주계,남자,2013.32,1172
880,유럽주계,여자,2013.32,922
881,오세아니아주계,계,2013.32,-
882,오세아니아주계,남자,2013.32,383
883,오세아니아주계,여자,2013.32,73
884,오세아니아주계,제3의성,2013.32,-
885,아프리카주계,계,2013.32,-
886,아프리카주계,남자,2013.32,262
887,아프리카주계,여자,2013.32,60
888,기타계,계,2013.32,-
889,기타계,남자,2013.32,3
890,기타계,여자,2013.32,19
891,국적(지역)별(1),성별(1),2013.33,기타(G-1)
892,총계,계,2013.33,7003
893,총계,남자,2013.33,5353
894,총계,여자,2013.33,1650
895,총계,제3의성,2013.33,-
896,아시아주계,계,2013.33,-
897,아시아주계,남자,2013.33,4253
898,아시아주계,여자,2013.33,1379
899,북아메리카주계,계,2013.33,-
900,북아메리카주계,남자,2013.33,21
901,북아메리카주계,여자,2013.33,13
902,남아메리카주계,계,2013.33,-
903,남아메리카주계,남자,2013.33,4
904,남아메리카주계,여자,2013.33,0
905,유럽주계,계,2013.33,-
906,유럽주계,남자,2013.33,31
907,유럽주계,여자,2013.33,49
908,오세아니아주계,계,2013.33,-
909,오세아니아주계,남자,2013.33,0
910,오세아니아주계,여자,2013.33,0
911,오세아니아주계,제3의성,2013.33,-
912,아프리카주계,계,2013.33,-
913,아프리카주계,남자,2013.33,1044
914,아프리카주계,여자,2013.33,209
915,기타계,계,2013.33,-
916,기타계,남자,2013.33,0
917,기타계,여자,2013.33,0
918,국적(지역)별(1),성별(1),2013.34,관광취업(H-1)
919,총계,계,2013.34,1550
920,총계,남자,2013.34,273
921,총계,여자,2013.34,1277
922,총계,제3의성,2013.34,-
923,아시아주계,계,2013.34,-
924,아시아주계,남자,2013.34,105
925,아시아주계,여자,2013.34,1110
926,북아메리카주계,계,2013.34,-
927,북아메리카주계,남자,2013.34,21
928,북아메리카주계,여자,2013.34,19
929,남아메리카주계,계,2013.34,-
930,남아메리카주계,남자,2013.34,0
931,남아메리카주계,여자,2013.34,0
932,유럽주계,계,2013.34,-
933,유럽주계,남자,2013.34,135
934,유럽주계,여자,2013.34,140
935,오세아니아주계,계,2013.34,-
936,오세아니아주계,남자,2013.34,12
937,오세아니아주계,여자,2013.34,8
938,오세아니아주계,제3의성,2013.34,-
939,아프리카주계,계,2013.34,-
940,아프리카주계,남자,2013.34,0
941,아프리카주계,여자,2013.34,0
942,기타계,계,2013.34,-
943,기타계,남자,2013.34,0
944,기타계,여자,2013.34,0
945,국적(지역)별(1),성별(1),2013.35,방문취업(H-2)
946,총계,계,2013.35,240178
947,총계,남자,2013.35,136342
948,총계,여자,2013.35,103836
949,총계,제3의성,2013.35,-
950,아시아주계,계,2013.35,-
951,아시아주계,남자,2013.35,135974
952,아시아주계,여자,2013.35,103418
953,북아메리카주계,계,2013.35,-
954,북아메리카주계,남자,2013.35,1
955,북아메리카주계,여자,2013.35,0
956,남아메리카주계,계,2013.35,-
957,남아메리카주계,남자,2013.35,0
958,남아메리카주계,여자,2013.35,0
959,유럽주계,계,2013.35,-
960,유럽주계,남자,2013.35,338
961,유럽주계,여자,2013.35,409
962,오세아니아주계,계,2013.35,-
963,오세아니아주계,남자,2013.35,0
964,오세아니아주계,여자,2013.35,0
965,오세아니아주계,제3의성,2013.35,-
966,아프리카주계,계,2013.35,-
967,아프리카주계,남자,2013.35,0
968,아프리카주계,여자,2013.35,0
969,기타계,계,2013.35,-
970,기타계,남자,2013.35,29
971,기타계,여자,2013.35,9
972,국적(지역)별(1),성별(1),2013.36,관광상륙(T-1)
973,총계,계,2013.36,17643
974,총계,남자,2013.36,7112
975,총계,여자,2013.36,10531
976,총계,제3의성,2013.36,-
977,아시아주계,계,2013.36,-
978,아시아주계,남자,2013.36,5317
979,아시아주계,여자,2013.36,8552
980,북아메리카주계,계,2013.36,-
981,북아메리카주계,남자,2013.36,756
982,북아메리카주계,여자,2013.36,844
983,남아메리카주계,계,2013.36,-
984,남아메리카주계,남자,2013.36,53
985,남아메리카주계,여자,2013.36,56
986,유럽주계,계,2013.36,-
987,유럽주계,남자,2013.36,471
988,유럽주계,여자,2013.36,517
989,오세아니아주계,계,2013.36,-
990,오세아니아주계,남자,2013.36,502
991,오세아니아주계,여자,2013.36,544
992,오세아니아주계,제3의성,2013.36,-
993,아프리카주계,계,2013.36,-
994,아프리카주계,남자,2013.36,13
995,아프리카주계,여자,2013.36,18
996,기타계,계,2013.36,-
997,기타계,남자,2013.36,0
998,기타계,여자,2013.36,0
999,국적(지역)별(1),성별(1),2013.37,기타(Others)
1000,총계,계,2013.37,46972
1001,총계,남자,2013.37,33952
1002,총계,여자,2013.37,13020
1003,총계,제3의성,2013.37,-
1004,아시아주계,계,2013.37,-
1005,아시아주계,남자,2013.37,146
1006,아시아주계,여자,2013.37,831
1007,북아메리카주계,계,2013.37,-
1008,북아메리카주계,남자,2013.37,33755
1009,북아메리카주계,여자,2013.37,11965
1010,남아메리카주계,계,2013.37,-
1011,남아메리카주계,남자,2013.37,19
1012,남아메리카주계,여자,2013.37,69
1013,유럽주계,계,2013.37,-
1014,유럽주계,남자,2013.37,15
1015,유럽주계,여자,2013.37,122
1016,오세아니아주계,계,2013.37,-
1017,오세아니아주계,남자,2013.37,8
1018,오세아니아주계,여자,2013.37,15
1019,오세아니아주계,제3의성,2013.37,-
1020,아프리카주계,계,2013.37,-
1021,아프리카주계,남자,2013.37,9
1022,아프리카주계,여자,2013.37,18
1023,기타계,계,2013.37,-
1024,기타계,남자,2013.37,0
1025,기타계,여자,2013.37,0
1026,국적(지역)별(1),성별(1),2014,합계
1027,총계,계,2014,1797618
1028,총계,남자,2014,994214
1029,총계,여자,2014,803404
1030,총계,제3의성,2014,-
1031,아시아주계,계,2014,-
1032,아시아주계,남자,2014,854591
1033,아시아주계,여자,2014,702670
1034,북아메리카주계,계,2014,-
1035,북아메리카주계,남자,2014,93331
1036,북아메리카주계,여자,2014,67685
1037,남아메리카주계,계,2014,-
1038,남아메리카주계,남자,2014,2684
1039,남아메리카주계,여자,2014,2350
1040,유럽주계,계,2014,-
1041,유럽주계,남자,2014,25042
1042,유럽주계,여자,2014,18998
1043,오세아니아주계,계,2014,-
1044,오세아니아주계,남자,2014,9125
1045,오세아니아주계,여자,2014,8149
1046,오세아니아주계,제3의성,2014,-
1047,아프리카주계,계,2014,-
1048,아프리카주계,남자,2014,9331
1049,아프리카주계,여자,2014,3413
1050,기타계,계,2014,-
1051,기타계,남자,2014,110
1052,기타계,여자,2014,139
1053,국적(지역)별(1),성별(1),2014.1,자격없음(0-0)
1054,총계,계,2014.1,434
1055,총계,남자,2014.1,234
1056,총계,여자,2014.1,200
1057,총계,제3의성,2014.1,-
1058,아시아주계,계,2014.1,-
1059,아시아주계,남자,2014.1,178
1060,아시아주계,여자,2014.1,150
1061,북아메리카주계,계,2014.1,-
1062,북아메리카주계,남자,2014.1,23
1063,북아메리카주계,여자,2014.1,30
1064,남아메리카주계,계,2014.1,-
1065,남아메리카주계,남자,2014.1,2
1066,남아메리카주계,여자,2014.1,2
1067,유럽주계,계,2014.1,-
1068,유럽주계,남자,2014.1,16
1069,유럽주계,여자,2014.1,5
1070,오세아니아주계,계,2014.1,-
1071,오세아니아주계,남자,2014.1,3
1072,오세아니아주계,여자,2014.1,3
1073,오세아니아주계,제3의성,2014.1,-
1074,아프리카주계,계,2014.1,-
1075,아프리카주계,남자,2014.1,12
1076,아프리카주계,여자,2014.1,10
1077,기타계,계,2014.1,-
1078,기타계,남자,2014.1,0
1079,기타계,여자,2014.1,0
1080,국적(지역)별(1),성별(1),2014.2,외교(A-1)
1081,총계,계,2014.2,2505
1082,총계,남자,2014.2,1352
1083,총계,여자,2014.2,1153
1084,총계,제3의성,2014.2,-
1085,아시아주계,계,2014.2,-
1086,아시아주계,남자,2014.2,583
1087,아시아주계,여자,2014.2,480
1088,북아메리카주계,계,2014.2,-
1089,북아메리카주계,남자,2014.2,186
1090,북아메리카주계,여자,2014.2,173
1091,남아메리카주계,계,2014.2,-
1092,남아메리카주계,남자,2014.2,95
1093,남아메리카주계,여자,2014.2,79
1094,유럽주계,계,2014.2,-
1095,유럽주계,남자,2014.2,263
1096,유럽주계,여자,2014.2,219
1097,오세아니아주계,계,2014.2,-
1098,오세아니아주계,남자,2014.2,39
1099,오세아니아주계,여자,2014.2,40
1100,오세아니아주계,제3의성,2014.2,-
1101,아프리카주계,계,2014.2,-
1102,아프리카주계,남자,2014.2,184
1103,아프리카주계,여자,2014.2,162
1104,기타계,계,2014.2,-
1105,기타계,남자,2014.2,2
1106,기타계,여자,2014.2,0
1107,국적(지역)별(1),성별(1),2014.3,공무(A-2)
1108,총계,계,2014.3,1604
1109,총계,남자,2014.3,954
1110,총계,여자,2014.3,650
1111,총계,제3의성,2014.3,-
1112,아시아주계,계,2014.3,-
1113,아시아주계,남자,2014.3,513
1114,아시아주계,여자,2014.3,354
1115,북아메리카주계,계,2014.3,-
1116,북아메리카주계,남자,2014.3,167
1117,북아메리카주계,여자,2014.3,101
1118,남아메리카주계,계,2014.3,-
1119,남아메리카주계,남자,2014.3,41
1120,남아메리카주계,여자,2014.3,37
1121,유럽주계,계,2014.3,-
1122,유럽주계,남자,2014.3,152
1123,유럽주계,여자,2014.3,116
1124,오세아니아주계,계,2014.3,-
1125,오세아니아주계,남자,2014.3,15
1126,오세아니아주계,여자,2014.3,3
1127,오세아니아주계,제3의성,2014.3,-
1128,아프리카주계,계,2014.3,-
1129,아프리카주계,남자,2014.3,59
1130,아프리카주계,여자,2014.3,35
1131,기타계,계,2014.3,-
1132,기타계,남자,2014.3,7
1133,기타계,여자,2014.3,4
1134,국적(지역)별(1),성별(1),2014.4,사증면제(B-1)
1135,총계,계,2014.4,93619
1136,총계,남자,2014.4,48868
1137,총계,여자,2014.4,44751
1138,총계,제3의성,2014.4,-
1139,아시아주계,계,2014.4,-
1140,아시아주계,남자,2014.4,41516
1141,아시아주계,여자,2014.4,39215
1142,북아메리카주계,계,2014.4,-
1143,북아메리카주계,남자,2014.4,107
1144,북아메리카주계,여자,2014.4,87
1145,남아메리카주계,계,2014.4,-
1146,남아메리카주계,남자,2014.4,794
1147,남아메리카주계,여자,2014.4,592
1148,유럽주계,계,2014.4,-
1149,유럽주계,남자,2014.4,5455
1150,유럽주계,여자,2014.4,4080
